year,GEOID,renter_occ_units,tot_pop_rou,med_hh_inc_rou,med_hh_inc_rou_2020_adj,med_yr_blt_rou,med_yr_moved_in_rou,med_gross_rent,med_gross_rent_2020_adj,med_rent_burden,tot_college_degree_rou,pct_college_deg_rou,tot_wh_rou,pct_wh_rou,tot_bl_rou,pct_bl_rou,tot_asn_rou,pct_asn_rou,tot_ltx_rou,pct_ltx_rou
2014,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10167,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10168,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10169,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10170,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10171,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10172,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10173,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10174,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10177,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10199,55,148,NA,NA,NA,NA,NA,NA,NA,23,0.42,23,0.42,0,0,32,0.58,0,0
2019,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10199,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10271,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2019,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2020,10278,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2012,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2017,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2018,10279,18,43,NA,NA,NA,NA,NA,NA,NA,18,1,18,1,0,0,0,0,0,0
2019,10279,18,42,NA,NA,NA,NA,NA,NA,NA,18,1,18,1,0,0,0,0,0,0
2020,10279,40,96,NA,NA,NA,NA,NA,NA,NA,40,1,40,1,0,0,0,0,0,0
2012,10280,3019,5965,117188,132101,1986,2005,2001,2256,25.8,2254,0.75,2235,0.74,92,0.03,434,0.14,209,0.07
2013,10280,3123,6374,123815,137556,1986,2006,2001,2223,25.8,2362,0.76,2309,0.74,66,0.02,434,0.14,281,0.09
2014,10280,3245,6522,128064,140006,1986,2007,2001,2188,24.7,2574,0.79,2473,0.76,74,0.02,362,0.11,260,0.08
2015,10280,3473,7164,128887,140738,1985,2010,2890,3156,24.2,2851,0.82,2563,0.74,127,0.04,419,0.12,326,0.09
2016,10280,3668,7442,133945,144439,1986,2011,2936,3166,24.1,3002,0.82,2849,0.78,79,0.02,351,0.1,349,0.1
2017,10280,3369,6976,160120,169064,1986,2012,3190,3368,24.1,2880,0.85,2577,0.76,83,0.02,379,0.11,288,0.09
2018,10280,3327,6853,166921,172042,1986,2012,3332,3434,23.6,2832,0.85,2503,0.75,86,0.03,407,0.12,289,0.09
2019,10280,3148,6631,180516,182743,1986,2013,3389,3431,22.1,2784,0.88,2229,0.71,140,0.04,393,0.12,414,0.13
2020,10280,3307,6760,170742,170742,1985,2015,3501,3501,22.1,2842,0.86,2496,0.75,32,0.01,314,0.09,457,0.14
2012,10282,2175,5164,226743,255597,2003,2006,2001,2256,15.2,2001,0.92,1694,0.78,24,0.01,185,0.09,258,0.12
2013,10282,2395,5595,215518,239437,2003,2008,2001,2223,17.6,2170,0.91,1894,0.79,47,0.02,243,0.1,191,0.08
2014,10282,2368,5393,235556,257521,2003,2010,2001,2188,16.4,2135,0.9,1961,0.83,62,0.03,211,0.09,134,0.06
2015,10282,2234,5051,241161,263336,2003,2011,3084,3368,17.3,1983,0.89,1843,0.82,61,0.03,219,0.1,111,0.05
2016,10282,2224,4979,244653,263821,2003,NA,2974,3207,17,1903,0.86,1696,0.76,64,0.03,359,0.16,88,0.04
2017,10282,2191,4882,248295,262164,2003,2012,2962,3127,17,1842,0.84,1761,0.8,58,0.03,285,0.13,72,0.03
2018,10282,2039,4916,250001,257671,2002,2013,3501,3608,15.5,1653,0.81,1492,0.73,45,0.02,344,0.17,144,0.07
2019,10282,2077,5059,250001,253085,2002,2015,3435,3477,14.8,1668,0.8,1574,0.76,28,0.01,329,0.16,133,0.06
2020,10282,2284,5360,250001,250001,2001,2016,3501,3501,14.7,1563,0.68,1658,0.73,72,0.03,301,0.13,206,0.09
2012,10301,8134,18598,36739,41414,1953,2004,1143,1288,31.3,2363,0.29,2692,0.33,2603,0.32,469,0.06,2375,0.29
2013,10301,7994,19401,38068,42293,1952,2005,1155,1283,31.7,2248,0.28,2605,0.33,2387,0.3,447,0.06,2437,0.3
2014,10301,7931,20186,41053,44881,1951,2006,1190,1301,31.5,1996,0.25,2448,0.31,2396,0.3,327,0.04,2715,0.34
2015,10301,7811,19969,40841,44596,1954,2008,1168,1275,30.8,2053,0.26,2470,0.32,2558,0.33,339,0.04,2370,0.3
2016,10301,8030,20614,39820,42940,1953,2009,1186,1279,30.4,2166,0.27,2437,0.3,2754,0.34,433,0.05,2273,0.28
2017,10301,8011,19755,37064,39134,1953,2010,1232,1301,31.9,2270,0.28,2491,0.31,2821,0.35,365,0.05,2233,0.28
2018,10301,7902,18858,34075,35120,1953,2011,1291,1331,32.5,2253,0.29,2535,0.32,2574,0.33,362,0.05,2389,0.3
2019,10301,7837,17607,39231,39715,1953,2012,1328,1344,31.5,2379,0.3,2697,0.34,2490,0.32,455,0.06,2233,0.28
2020,10301,8129,18444,46068,46068,1952,2013,1409,1409,33.1,2583,0.32,2950,0.36,2289,0.28,565,0.07,2447,0.3
2012,10302,2503,7703,29147,32856,1953,2004,1192,1344,40.8,359,0.14,650,0.26,714,0.29,101,0.04,1008,0.4
2013,10302,2518,7412,30156,33503,1953,2005,1129,1254,39,369,0.15,683,0.27,713,0.28,97,0.04,975,0.39
2014,10302,2538,7254,27246,29787,1951,2006,1157,1265,42.6,376,0.15,678,0.27,645,0.25,109,0.04,1060,0.42
2015,10302,2549,7498,32083,35033,1954,2008,1168,1275,38.9,343,0.13,648,0.25,619,0.24,100,0.04,1115,0.44
2016,10302,2672,7135,31181,33624,1951,2010,1198,1292,38.4,296,0.11,745,0.28,659,0.25,73,0.03,1152,0.43
2017,10302,2754,7356,35443,37423,1952,2010,1251,1321,37.3,374,0.14,769,0.28,605,0.22,43,0.02,1250,0.45
2018,10302,2533,6797,37917,39080,0,2011,1325,1366,37.9,424,0.17,665,0.26,599,0.24,63,0.02,1199,0.47
2019,10302,2670,7387,36757,37210,1945,2012,1375,1392,37.1,398,0.15,675,0.25,745,0.28,96,0.04,1124,0.42
2020,10302,2553,6924,40649,40649,1943,2015,1333,1333,36.7,457,0.18,569,0.22,745,0.29,97,0.04,1135,0.44
2012,10303,3270,9208,25107,28302,1963,2004,1004,1132,36.8,329,0.1,400,0.12,1388,0.42,113,0.03,1356,0.41
2013,10303,3379,9668,25581,28420,1969,2005,1013,1125,35.9,502,0.15,505,0.15,1474,0.44,98,0.03,1291,0.38
2014,10303,3156,8841,21381,23375,1970,2006,920,1006,38.5,422,0.13,406,0.13,1580,0.5,102,0.03,1119,0.35
2015,10303,3378,9254,20674,22575,1970,2008,958,1046,42.7,479,0.14,384,0.11,1722,0.51,115,0.03,1206,0.36
2016,10303,3246,9142,20893,22530,1971,2009,972,1048,39.1,456,0.14,392,0.12,1532,0.47,103,0.03,1275,0.39
2017,10303,3353,10075,16375,17290,1971,2010,1027,1084,46,489,0.15,458,0.14,1527,0.46,95,0.03,1312,0.39
2018,10303,3202,9491,18353,18916,1971,2011,1009,1040,49.3,418,0.13,467,0.15,1491,0.47,69,0.02,1240,0.39
2019,10303,3225,10005,22654,22933,1970,2011,1094,1107,42.4,390,0.12,498,0.15,1447,0.45,55,0.02,1318,0.41
2020,10303,3218,10256,38603,38603,1971,2012,1197,1197,32.9,485,0.15,547,0.17,1443,0.45,35,0.01,1254,0.39
2012,10304,6864,17915,26620,30008,1964,2005,991,1117,35.1,972,0.14,1626,0.24,3084,0.45,332,0.05,1822,0.27
2013,10304,6942,19049,32222,35798,1963,2006,1100,1222,34.8,1093,0.16,1709,0.25,3117,0.45,261,0.04,1915,0.28
2014,10304,6821,18438,30960,33847,1962,2007,1096,1198,34.8,1033,0.15,1516,0.22,2873,0.42,293,0.04,2102,0.31
2015,10304,6829,18625,30332,33121,1962,2008,1074,1173,34.3,1035,0.15,1489,0.22,2818,0.41,253,0.04,2231,0.33
2016,10304,7009,18463,26228,28283,1964,2010,1072,1156,37.1,928,0.13,1486,0.21,2788,0.4,236,0.03,2476,0.35
2017,10304,6657,17030,24694,26073,1962,2011,1077,1137,38.8,920,0.14,1396,0.21,2687,0.4,280,0.04,2233,0.34
2018,10304,6731,16301,22065,22742,1964,2011,1034,1066,38.7,881,0.13,1402,0.21,2633,0.39,351,0.05,2348,0.35
2019,10304,7462,17786,25758,26076,1966,2012,1054,1067,37.3,1011,0.14,1549,0.21,2882,0.39,415,0.06,2736,0.37
2020,10304,7254,17901,32008,32008,1967,2013,1135,1135,36.5,1223,0.17,1849,0.25,2572,0.35,222,0.03,2680,0.37
2012,10305,5123,11704,37371,42127,1963,2004,1158,1305,32.7,1322,0.26,3183,0.62,672,0.13,294,0.06,1077,0.21
2013,10305,5064,12271,34825,38690,1963,2005,1183,1314,33.1,1423,0.28,3220,0.64,527,0.1,313,0.06,1082,0.21
2014,10305,5035,12491,37220,40691,1964,2006,1181,1291,30.9,1463,0.29,3101,0.62,600,0.12,405,0.08,982,0.2
2015,10305,5118,12575,38053,41552,1966,2008,1195,1305,30,1443,0.28,3142,0.61,603,0.12,356,0.07,1076,0.21
2016,10305,4964,12353,37022,39923,1968,2009,1195,1289,30,1406,0.28,3023,0.61,544,0.11,304,0.06,1123,0.23
2017,10305,4965,12462,39275,41469,1969,2010,1258,1328,29.7,1414,0.28,2915,0.59,634,0.13,290,0.06,1124,0.23
2018,10305,4992,12393,49048,50553,1969,2011,1292,1332,28.2,1461,0.29,2896,0.58,767,0.15,300,0.06,1031,0.21
2019,10305,4908,12311,47714,48303,1966,2012,1329,1345,30.3,1363,0.28,2687,0.55,768,0.16,311,0.06,1130,0.23
2020,10305,4931,10926,41682,41682,1968,2013,1333,1333,32.1,1223,0.25,2698,0.55,658,0.13,368,0.07,1160,0.24
2012,10306,5604,12267,44346,49989,1963,2004,1165,1313,30.1,1092,0.19,3523,0.63,661,0.12,207,0.04,1100,0.2
2013,10306,5775,12452,43675,48522,1963,2005,1201,1334,31.6,1165,0.2,3612,0.63,615,0.11,287,0.05,1199,0.21
2014,10306,5695,12201,45270,49491,1964,2006,1200,1312,31.7,1106,0.19,3697,0.65,606,0.11,330,0.06,971,0.17
2015,10306,5792,12106,42500,46408,1964,2008,1195,1305,33.4,1192,0.21,3760,0.65,437,0.08,338,0.06,1195,0.21
2016,10306,5904,12588,37813,40776,1964,2010,1232,1329,35.1,1214,0.21,3767,0.64,437,0.07,313,0.05,1303,0.22
2017,10306,5894,13438,39391,41591,1964,2011,1306,1379,34.1,1139,0.19,3691,0.63,508,0.09,235,0.04,1457,0.25
2018,10306,5824,13056,42685,43995,1964,2011,1361,1403,33.3,1136,0.2,3643,0.63,531,0.09,164,0.03,1479,0.25
2019,10306,6017,13646,50311,50932,1963,2012,1374,1391,31.8,1428,0.24,3727,0.62,515,0.09,158,0.03,1629,0.27
2020,10306,5952,14069,50354,50354,1964,2014,1412,1412,32,1394,0.23,3682,0.62,527,0.09,148,0.02,1646,0.28
2012,10307,1003,2883,53694,60527,1975,2004,1360,1533,32,222,0.22,928,0.93,0,0,0,0,75,0.07
2013,10307,1060,2870,48750,54160,1987,2004,1334,1482,33.1,245,0.23,933,0.88,0,0,9,0.01,118,0.11
2014,10307,944,2240,38454,42040,1989,2004,1218,1332,34.9,253,0.27,826,0.88,0,0,11,0.01,107,0.11
2015,10307,1143,2471,43995,48040,1989,2008,1203,1314,32.7,352,0.31,950,0.83,26,0.02,13,0.01,154,0.13
2016,10307,1245,2514,44388,47866,1990,2011,1175,1267,33,434,0.35,1019,0.82,30,0.02,17,0.01,141,0.11
2017,10307,1259,2557,48777,51502,1993,2013,1173,1239,31.5,493,0.39,950,0.75,31,0.02,41,0.03,223,0.18
2018,10307,1276,2691,48750,50246,1988,2014,1198,1235,31.2,511,0.4,988,0.77,33,0.03,31,0.02,213,0.17
2019,10307,1253,2419,55025,55704,1989,2014,1216,1231,28.4,510,0.41,929,0.74,40,0.03,21,0.02,226,0.18
2020,10307,1068,2185,51144,51144,1987,2015,1292,1292,31.7,330,0.31,820,0.77,0,0,19,0.02,181,0.17
2012,10308,1576,3679,54271,61177,1980,2004,1329,1498,27.8,442,0.28,1313,0.83,0,0,73,0.05,190,0.12
2013,10308,1706,3811,43148,47937,1978,2006,1333,1481,36.8,321,0.19,1302,0.76,0,0,67,0.04,337,0.2
2014,10308,1919,4360,46370,50694,1977,2007,1249,1365,37.3,308,0.16,1380,0.72,0,0,72,0.04,467,0.24
2015,10308,1753,3761,46031,50264,1978,2009,1245,1359,37.2,336,0.19,1283,0.73,0,0,68,0.04,402,0.23
2016,10308,1698,3951,51952,56022,1976,2011,1365,1472,35,400,0.24,1294,0.76,13,0.01,51,0.03,340,0.2
2017,10308,1826,4240,54670,57724,1974,2012,1410,1489,29.7,463,0.25,1319,0.72,14,0.01,52,0.03,441,0.24
2018,10308,1822,4217,72376,74597,1975,2013,1664,1715,24.4,670,0.37,1370,0.75,17,0.01,48,0.03,387,0.21
2019,10308,1896,4273,66034,66849,1975,2015,1753,1775,24.2,594,0.31,1445,0.76,28,0.01,48,0.03,375,0.2
2020,10308,1881,4234,80239,80239,1974,2015,1738,1738,20.9,772,0.41,1357,0.72,92,0.05,31,0.02,401,0.21
2012,10309,2038,4988,62100,70003,1990,2005,1244,1402,27.9,564,0.28,1676,0.82,45,0.02,0,0,317,0.16
2013,10309,2214,5100,54836,60922,1989,2007,1274,1415,28.1,680,0.31,1773,0.8,31,0.01,17,0.01,378,0.17
2014,10309,2442,6044,53191,58151,1988,2008,1240,1356,29.8,863,0.35,1886,0.77,38,0.02,35,0.01,466,0.19
2015,10309,2306,5711,54155,59135,1990,2009,1235,1349,28.6,756,0.33,1765,0.77,33,0.01,48,0.02,447,0.19
2016,10309,1919,4863,62404,67293,1990,2010,1339,1444,28,653,0.34,1372,0.71,0,0,65,0.03,469,0.24
2017,10309,1648,3817,61538,64975,1990,2012,1341,1416,24.8,629,0.38,1221,0.74,0,0,63,0.04,348,0.21
2018,10309,1623,4069,69255,71380,1992,2013,1389,1432,23.6,620,0.38,1205,0.74,0,0,44,0.03,374,0.23
2019,10309,1486,3398,74764,75686,1994,2014,1422,1440,22,484,0.33,1224,0.82,0,0,19,0.01,243,0.16
2020,10309,2062,4662,59560,59560,1988,2013,1564,1564,31.5,767,0.37,1782,0.86,0,0,0,0,280,0.14
2012,10310,3336,9156,24590,27719,1955,2005,1218,1373,43.7,413,0.12,1043,0.31,1121,0.34,119,0.04,1074,0.32
2013,10310,3279,8950,25580,28419,1958,2005,1178,1309,43.1,531,0.16,1046,0.32,1024,0.31,146,0.04,1088,0.33
2014,10310,3362,8839,25408,27777,1956,2007,1096,1198,38.1,506,0.15,959,0.29,1041,0.31,164,0.05,1211,0.36
2015,10310,3265,8566,25867,28246,1958,2008,1061,1159,38.1,510,0.16,1021,0.31,874,0.27,110,0.03,1313,0.4
2016,10310,3193,8311,26596,28680,1958,2009,1086,1171,38.6,535,0.17,854,0.27,990,0.31,124,0.04,1278,0.4
2017,10310,3148,8019,26694,28185,1956,2010,1130,1193,37.9,629,0.2,953,0.3,943,0.3,100,0.03,1198,0.38
2018,10310,3233,8407,25721,26510,1954,2011,1237,1275,37.7,654,0.2,907,0.28,1054,0.33,136,0.04,1183,0.37
2019,10310,3517,9095,34063,34483,1956,2011,1296,1312,36.3,701,0.2,1017,0.29,1106,0.31,136,0.04,1364,0.39
2020,10310,3481,8767,40507,40507,1958,2013,1412,1412,34.6,856,0.25,888,0.26,1207,0.35,171,0.05,1397,0.4
2012,10311,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2013,10311,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2014,10311,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2015,10311,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2016,10311,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
